enrollment_id,X_train_feature,dropout_train
50831,4 6 1 1 1 1,1
50832,27 6 2 2 2 1,1
50833,11 164 5 11 16 39,1
50834,34 61 3 4 22 10,1
50835,18 1 1 1 1 0,1
50836,1 97 5 6 12 0,0
50837,1 2 1 1 2 0,1
50838,9 19 2 2 9 0,1
50839,31 1 1 1 1 0,1
50840,7 97 6 8 11 21,0
50841,28 1 1 1 8 1,1
50842,18 1 1 1 1 0,1
50843,16 130 2 6 7 1,1
50844,9 8 1 1 1 2,1
50845,20 38 4 6 4 1,1
50846,4 8 1 1 1 1,1
50847,19 1 1 1 1 0,1
50848,3 6 1 1 2 1,1
50849,19 16 3 2 7 5,0
50850,2 44 1 2 24 1,1
50851,15 1 1 1 1 0,1
50852,7 1 1 1 1 0,1
50853,7 168 5 8 51 31,0
50854,1 1 1 1 1 0,1
50855,16 24 3 5 7 7,1
50856,1 6 2 2 2 1,1
50857,24 51 2 4 6 14,1
50858,7 33 2 2 9 7,1
50859,22 291 3 12 22 60,0
50860,7 70 6 6 23 26,0
50861,12 1 1 1 1 0,1
50862,18 9 1 2 2 2,1
50863,1 20 3 5 3 1,1
50864,15 42 3 3 15 9,1
50865,31 1 1 1 1 0,1
50866,26 107 4 5 13 10,1
50867,11 70 3 4 10 14,1
50868,18 60 2 4 24 10,1
50869,5 1 1 1 1 0,1
50870,9 15 3 3 5 3,1
50871,22 7 1 2 2 1,1
50872,4 64 5 6 14 8,0
50873,9 2 2 2 2 0,1
50874,14 1 1 1 1 0,1
50875,19 6 1 1 1 1,1
50876,2 11 1 1 2 0,1
50877,18 158 8 6 23 12,0
50878,19 7 1 1 2 1,1
50879,4 12 1 2 2 1,1
50880,15 151 6 13 12 42,1
50881,18 81 3 3 9 14,1
50882,7 1 1 1 1 0,1
50883,22 108 5 6 8 31,1
50884,7 5 1 1 2 0,1
50885,4 244 5 6 27 57,0
50886,16 6 1 1 6 0,1
50887,4 14 2 2 4 2,0
50888,0 347 5 9 43 29,0
50889,7 78 2 2 11 11,1
50890,35 7 1 1 2 1,1
50891,0 31 3 2 11 5,1
50892,7 2 1 1 2 0,1
50893,7 14 2 2 7 3,1
50894,4 15 1 1 12 0,1
50895,6 135 3 6 8 24,0
50896,4 76 5 6 16 10,1
50897,2 1 1 1 1 0,1
50898,17 4 1 1 2 0,1
50899,2 1 1 1 1 0,1
50900,3 56 1 4 4 1,1
50901,23 260 3 5 8 2,0
50902,15 27 1 2 12 5,1
50903,0 99 4 5 54 0,1
50904,10 34 1 2 11 6,1
50905,15 21 2 2 4 5,1
50906,21 6 1 1 2 1,1
50907,1 8 1 1 5 0,1
50908,35 15 1 1 2 2,0
50909,24 42 1 2 6 2,1
50910,4 47 9 7 9 7,1
50911,30 17 2 2 1 3,1
50912,11 43 1 2 10 8,1
50913,9 2 1 1 2 0,1
50914,12 1 1 1 1 0,1
50915,36 10 1 1 3 2,1
50916,7 4 1 1 2 0,1
50917,11 85 3 5 7 27,1
50918,7 30 1 1 4 1,1
50919,37 21 2 3 6 1,1
50920,4 351 11 12 20 93,0
50921,4 2 1 2 2 0,1
50922,6 352 8 13 14 61,0
50923,7 10 1 1 2 1,1
50924,15 65 1 3 3 21,1
50925,12 1 1 1 1 0,1
50926,3 341 4 5 8 56,0
50927,4 75 2 4 8 18,0
50928,37 1 1 1 1 0,1
50929,18 1 1 1 1 0,1
50930,21 1 1 1 1 0,1
50931,1 53 2 3 4 7,0
50932,13 21 4 7 4 3,1
50933,16 82 1 1 2 4,1
50934,5 11 1 1 1 2,1
50935,34 5 1 1 2 1,1
50936,11 191 7 11 31 41,1
50937,1 124 5 6 12 32,0
50938,4 62 4 8 7 3,1
50939,1 1 1 1 1 0,1
50940,4 18 2 4 2 1,1
50941,25 47 1 2 11 11,1
50942,38 1 1 1 1 0,1
50943,7 92 7 8 17 17,1
50944,18 7 1 1 2 0,1
50945,7 10 1 1 2 1,1
50946,14 43 2 4 7 8,1
50947,4 5 1 1 3 0,1
50948,16 475 6 11 23 6,1
50949,7 62 2 3 14 9,1
50950,1 81 6 10 12 15,1
50951,3 296 8 7 17 50,0
50952,16 13 1 1 3 3,1
50953,4 23 1 1 5 5,1
50954,22 1 1 1 1 0,1
50955,14 6 1 1 2 1,1
50956,23 2 1 1 2 0,1
50957,10 7 2 3 2 2,1
50958,10 532 9 10 36 2,0
50959,22 258 5 10 30 57,0
50960,12 18 1 3 2 0,0
50961,7 25 1 2 9 0,1
50962,22 26 2 5 4 7,1
50963,13 1 1 1 2 7,1
50964,14 3 1 1 3 0,1
50965,4 5 1 1 4 0,1
50966,14 62 2 4 6 9,1
50967,18 1 1 1 1 0,1
50968,15 11 1 2 8 1,1
50969,4 25 1 2 8 1,1
50970,9 6 1 1 5 0,1
50971,11 9 3 3 3 2,1
50972,26 34 1 2 17 3,1
50973,4 23 1 1 8 2,1
50974,14 17 1 2 4 3,1
50975,7 82 3 3 15 17,1
50976,27 15 2 3 5 4,1
50977,35 135 3 3 7 29,1
50978,4 51 2 3 14 5,1
50979,16 71 1 2 6 14,1
50980,11 286 12 11 48 44,0
50981,16 4 1 1 4 0,1
50982,4 33 2 3 6 8,1
50983,10 25 1 1 6 0,1
50984,1 3 1 2 3 0,1
50985,1 7 1 2 3 1,1
50986,18 200 11 8 29 10,0
50987,11 11 1 1 6 0,1
50988,15 12 1 1 2 4,1
50989,1 98 2 4 12 20,1
50990,3 55 2 5 7 1,1
50991,33 60 2 3 15 8,0
50992,5 298 5 15 26 7,0
50993,29 10 2 2 2 2,1
50994,9 137 5 8 10 42,1
50995,9 2 1 1 1 0,1
50996,10 1 1 1 1 0,1
50997,5 45 1 1 2 7,1
50998,12 126 3 4 20 35,1
50999,34 1 1 1 1 0,1
51000,7 50 1 3 7 4,1
51001,31 271 3 7 26 55,0
51002,29 30 1 2 6 9,1
51003,1 2 1 1 2 0,1
51004,4 95 4 7 6 20,0
51005,38 21 2 2 3 3,1
51006,1 486 13 20 42 11,0
51007,1 6 1 1 1 1,1
51008,25 1 1 1 1 0,1
51009,36 2 1 1 2 0,1
51010,11 33 2 3 6 1,1
51011,4 133 7 7 9 37,0
51012,26 2 1 1 2 0,1
51013,4 108 13 15 32 12,0
51014,1 1 1 1 1 0,0
51015,12 6 1 1 2 1,1
51016,7 74 2 2 10 14,1
51017,3 1 1 1 1 0,1
51018,3 1 1 1 1 0,1
51019,22 3 1 1 3 0,0
51020,23 31 3 4 3 9,1
51021,11 9 1 1 4 1,0
51022,31 321 8 9 26 46,1
51023,24 4 4 2 4 0,1
51024,9 1 1 1 1 0,1
51025,4 173 7 9 33 5,1
51026,6 12 1 2 2 3,1
51027,12 7 1 1 3 1,1
51028,19 85 6 6 7 15,1
51029,21 9 1 1 1 1,1
51030,17 26 1 1 6 5,1
51031,29 57 5 5 10 3,1
51032,0 54 5 6 23 10,0
51033,35 22 1 3 3 2,1
51034,3 1 1 1 1 0,1
51035,5 144 3 5 4 18,1
51036,14 19 1 1 6 2,1
51037,16 3 1 2 3 0,1
51038,38 9 1 1 2 2,1
51039,0 1 1 1 1 0,1
51040,4 110 4 8 13 26,1
51041,23 1 1 1 1 0,1
51042,7 35 1 1 5 7,1
51043,11 120 1 3 15 21,0
51044,9 248 6 8 46 2,0
51045,18 100 2 7 7 15,1
51046,0 448 6 11 21 7,0
51047,0 577 3 7 30 31,0
51048,37 9 1 1 5 1,0
51049,37 6 1 2 2 1,1
51050,13 2 1 1 2 0,1
51051,12 35 1 2 3 12,1
51052,5 2 2 2 2 0,1
51053,20 39 1 2 13 1,1
51054,1 5 1 1 3 0,1
51055,11 10 1 1 2 0,1
51056,21 344 8 4 28 26,1
51057,9 9 1 1 4 2,1
51058,7 35 1 2 3 1,1
51059,10 85 5 4 5 10,1
51060,0 375 8 15 35 52,0
51061,4 2 1 1 2 0,1
51062,1 6 1 1 3 0,1
51063,26 3 1 1 3 0,1
51064,4 154 5 10 19 36,1
51065,16 1 1 1 1 0,1
51066,4 2 1 1 2 0,1
51067,11 49 3 4 6 0,1
51068,15 25 1 2 5 5,1
51069,4 13 1 1 6 2,1
51070,29 180 5 8 12 17,1
51071,7 39 1 2 8 1,1
51072,2 13 2 2 3 3,1
51073,25 90 5 11 20 23,1
51074,15 75 2 7 7 22,0
51075,14 19 2 1 5 3,1
51076,31 146 1 2 3 35,0
51077,4 173 6 4 10 12,0
51078,30 1 1 1 1 0,1
51079,16 15 2 2 6 1,0
51080,7 65 2 4 9 8,1
51081,1 7 1 1 3 1,1
51082,11 11 1 1 2 0,1
51083,26 193 4 4 14 23,0
51084,27 193 13 14 18 36,0
51085,37 11 1 1 7 1,0
51086,7 30 3 2 5 5,1
51087,4 58 3 4 5 18,0
51088,1 32 3 3 4 8,1
51089,0 25 2 2 10 1,0
51090,35 11 1 1 3 0,1
51091,4 348 6 7 17 68,0
51092,6 104 1 4 10 19,1
51093,18 15 1 2 4 3,1
51094,16 58 3 4 20 4,1
51095,11 1 1 1 1 0,1
51096,15 18 1 2 8 3,1
51097,3 6 1 1 2 1,0
51098,1 13 1 1 4 0,1
51099,15 44 2 3 11 9,1
51100,21 11 1 2 3 1,1
51101,16 196 5 9 21 24,1
51102,15 122 6 8 11 39,0
51103,9 108 1 4 15 20,0
51104,0 87 2 5 13 24,1
51105,33 2 1 1 2 0,1
51106,4 9 1 1 3 2,1
51107,4 227 11 11 42 9,0
51108,18 9 2 3 3 2,1
51109,9 404 14 13 49 96,0
51110,15 2 1 1 2 0,1
51111,10 199 3 7 23 11,0
51112,7 18 3 3 7 2,0
51113,6 1 1 1 4 0,1
51114,7 46 1 2 5 8,1
51115,21 401 8 10 21 70,0
51116,1 10 1 3 2 2,1
51117,7 9 1 1 2 2,1
51118,20 112 1 3 5 6,1
51119,24 1 1 1 1 0,1
51120,1 1 1 1 1 0,1
51121,32 5 3 3 2 1,1
51122,6 67 4 8 24 33,1
51123,23 10 1 1 3 2,1
51124,4 94 4 10 7 29,1
51125,7 2 1 1 2 0,1
51126,7 5 1 1 2 0,1
51127,15 8 1 2 1 2,1
51128,0 1087 12 15 51 111,0
51129,2 2 1 1 2 0,1
51130,31 288 8 12 12 9,1
51131,23 6 1 1 2 1,1
51132,7 401 25 15 65 89,0
51133,22 5 1 2 1 1,1
51134,11 1 1 1 1 0,1
51135,0 1 1 1 1 0,1
51136,13 10 1 1 2 3,1
51137,3 86 2 3 2 18,1
51138,28 11 1 1 5 2,1
51139,4 27 3 3 3 8,1
51140,17 5 1 1 1 1,0
51141,6 5 3 5 10 4,1
51142,11 10 2 2 3 2,1
51143,26 12 2 2 2 3,1
51144,4 31 4 4 7 0,1
51145,11 16 1 2 3 3,1
51146,24 52 2 3 6 7,1
51147,14 38 2 2 3 6,1
51148,21 132 1 5 11 1,0
51149,25 13 1 1 7 1,1
51150,18 1 1 1 1 0,1
51151,33 1 1 1 1 0,1
51152,0 8 2 2 3 1,1
51153,18 3 1 1 3 0,1
51154,33 23 1 1 2 4,1
51155,38 1 1 1 1 0,1
51156,18 1 1 1 1 0,1
51157,7 8 1 1 4 1,1
51158,4 129 6 8 14 54,1
51159,20 250 3 2 14 7,1
51160,7 6 1 1 2 1,1
51161,7 55 5 4 15 6,1
51162,16 49 3 4 5 5,1
51163,12 146 7 6 3 7,1
51164,16 46 4 5 13 10,0
51165,4 208 12 14 31 57,0
51166,14 24 1 2 3 3,1
51167,15 64 5 7 16 13,1
51168,21 2 1 1 2 0,1
51169,4 171 6 7 17 40,0
51170,24 19 2 3 10 1,1
51171,6 5 1 1 2 0,1
51172,0 798 15 14 99 54,1
51173,9 244 9 11 17 49,1
51174,25 1 1 1 1 0,1
51175,20 1 1 1 1 0,1
51176,21 46 4 7 7 5,1
51177,0 213 8 5 30 29,0
51178,7 32 1 1 7 2,1
51179,21 17 1 2 2 3,0
51180,12 1 1 1 1 0,1
51181,28 27 2 1 11 5,1
51182,1 1 1 1 1 0,1
51183,4 178 9 12 29 45,0
51184,9 1 1 1 1 0,1
51185,14 9 2 2 7 7,1
51186,7 267 14 15 34 31,0
51187,7 56 2 3 10 9,1
51188,8 62 1 3 7 9,1
51189,8 29 1 3 2 9,1
51190,4 10 1 2 5 1,1
51191,13 17 2 2 4 4,1
51192,14 48 2 2 6 4,1
51193,36 24 3 3 9 2,1
51194,0 1 1 1 1 0,1
51195,6 1 1 1 1 0,1
51196,23 18 2 1 2 0,1
51197,4 113 5 9 22 23,1
51198,10 5 1 2 3 0,1
51199,0 66 2 2 14 5,1
51200,4 51 5 10 10 5,0
51201,15 1 1 1 1 0,1
51202,11 19 1 1 5 2,1
51203,19 1 1 1 1 0,1
51204,29 19 1 2 1 6,1
51205,25 16 1 1 6 3,1
51206,2 6 1 1 2 1,1
51207,10 4 2 2 2 4,1
51208,4 45 2 3 12 11,1
51209,7 1 1 1 1 0,1
51210,21 75 1 2 1 7,1
51211,33 4 2 2 3 0,0
51212,7 6 1 1 2 1,1
51213,9 1 1 1 1 0,1
51214,1 6 1 2 2 1,1
51215,21 7 1 2 2 1,1
51216,33 4 1 1 3 0,1
51217,19 1 1 1 1 0,1
51218,1 74 2 4 19 13,1
51219,37 8 1 1 3 1,1
51220,1 1 1 1 1 0,1
51221,3 72 2 2 4 16,1
51222,25 21 2 2 4 5,0
51223,20 235 5 8 23 16,0
51224,21 2 1 1 2 0,1
51225,6 244 5 2 22 36,1
51226,31 1 1 1 1 0,1
51227,21 42 2 3 3 12,1
51228,18 14 1 2 1 3,1
51229,4 136 4 7 12 36,0
51230,35 1 1 1 1 0,1
51231,28 92 1 4 10 6,0
51232,11 17 1 2 1 0,1
51233,12 1 1 1 1 0,1
51234,7 103 10 9 24 14,1
51235,37 2 2 2 2 0,1
51236,17 27 1 2 2 1,1
51237,16 858 17 19 53 110,0
51238,0 2 1 1 2 0,0
51239,4 39 3 5 11 9,1
51240,9 1 1 1 1 0,1
51241,34 11 1 1 4 2,1
51242,1 19 1 2 6 3,1
51243,16 3 1 1 3 0,1
51244,25 597 13 13 44 87,0
51245,27 1 1 1 1 0,1
51246,4 139 8 8 32 5,0
51247,4 81 3 3 4 25,0
51248,29 1 1 1 1 0,1
51249,38 1 1 1 1 0,1
51250,3 9 1 2 2 1,1
51251,24 6 1 2 2 1,1
51252,13 1 1 1 1 0,1
51253,33 1 1 1 1 0,1
51254,10 2 1 1 2 0,1
51255,3 163 6 7 11 30,1
51256,16 159 2 8 13 24,0
51257,26 445 5 9 27 47,0
51258,17 2 1 1 2 0,1
51259,18 358 16 11 75 6,0
51260,4 8 1 2 2 2,0
51261,33 47 2 3 7 8,1
51262,22 1 1 1 1 0,1
51263,4 2 1 1 2 0,1
51264,4 37 2 2 5 2,1
51265,14 56 3 3 10 4,1
51266,7 226 6 7 19 43,0
51267,15 7 1 1 3 1,1
51268,11 74 2 8 10 12,1
51269,9 2 1 1 2 0,1
51270,30 29 4 3 5 3,1
51271,1 9 1 1 8 0,1
51272,14 573 13 14 43 137,0
51273,11 1 1 1 1 0,1
51274,18 26 2 4 4 2,0
51275,7 24 2 2 8 5,0
51276,7 1 1 1 2 2,1
51277,5 370 11 11 27 72,0
51278,9 11 1 2 2 1,1
51279,4 2 1 1 2 0,1
51280,4 20 1 2 9 1,0
51281,0 22 1 1 5 5,1
51282,9 8 1 1 1 2,1
51283,25 748 13 17 69 96,0
51284,35 4 1 1 4 0,1
51285,23 6 1 1 4 0,1
51286,5 6 1 1 2 1,1
51287,9 316 12 15 28 74,0
51288,15 1 1 1 6 3,1
51289,22 149 7 4 20 45,1
51290,9 73 5 7 10 16,1
51291,9 12 1 2 5 1,1
51292,0 2 1 1 2 0,1
51293,10 1 1 1 1 0,1
51294,15 170 5 8 24 48,1
51295,32 3 1 1 3 0,1
51296,26 40 3 3 12 5,0
51297,16 76 2 5 8 12,1
51298,1 343 11 7 40 69,0
51299,21 144 7 7 14 26,1
51300,36 2 1 1 2 0,1
51301,26 441 14 12 51 62,0
51302,4 47 6 7 7 1,0
51303,31 532 6 8 33 78,1
51304,18 1 1 1 1 0,1
51305,15 479 12 9 55 127,0
51306,15 30 1 1 11 5,1
51307,7 44 7 6 11 1,0
51308,15 143 6 7 30 37,1
51309,30 48 1 4 1 7,1
51310,1 1 1 1 1 0,1
51311,21 1 1 1 1 0,1
51312,7 1 1 1 1 0,1
51313,21 1 1 1 1 0,1
51314,38 4 1 1 4 0,1
51315,37 6 1 1 2 1,1
51316,8 30 2 4 3 3,0
51317,1 2 1 1 2 0,1
51318,18 83 5 8 24 1,1
51319,3 6 1 1 2 1,1
51320,1 64 4 5 6 16,1
51321,9 14 2 4 4 0,1
51322,3 23 1 1 6 4,1
51323,18 166 7 9 20 28,0
51324,1 77 3 6 11 16,0
51325,3 19 2 3 5 1,0
51326,9 7 2 1 3 1,1
51327,3 128 6 6 7 6,0
51328,33 4 1 1 2 0,1
51329,7 6 1 1 4 0,0
51330,17 325 5 13 28 31,1
51331,18 138 8 13 14 36,0
51332,13 10 1 2 4 1,1
51333,1 1 1 1 1 0,1
51334,7 1 1 1 1 0,1
51335,13 5 1 1 2 1,1
51336,28 11 1 1 8 1,1
51337,7 95 6 6 22 15,1
51338,25 309 7 9 15 70,1
51339,4 373 15 15 56 97,0
51340,11 34 3 3 4 8,1
51341,21 31 3 2 10 8,0
51342,9 5 1 1 1 1,1
51343,29 29 1 2 5 6,1
51344,7 2 1 1 2 0,1
51345,15 1 1 1 1 0,1
51346,37 5 1 1 1 1,0
51347,1 5 1 1 3 0,1
51348,1 14 1 2 2 2,1
51349,7 121 7 8 18 23,0
51350,2 6 1 1 2 1,1
51351,5 16 1 1 2 3,1
51352,6 5 1 2 3 0,1
51353,28 1 1 1 3 9,1
51354,1 10 1 1 2 3,0
51355,33 65 3 4 6 2,1
51356,15 178 6 7 14 38,0
51357,0 245 5 11 10 23,0
51358,11 19 1 1 5 1,1
51359,0 5 1 1 1 1,1
51360,21 112 4 5 9 14,1
51361,33 1 1 1 1 0,1
51362,26 182 1 4 10 15,0
51363,23 2 2 2 4 1,1
51364,1 70 2 4 15 0,0
51365,6 1 1 1 1 0,1
51366,2 11 1 1 3 2,1
51367,7 12 2 2 6 1,1
51368,28 7 1 3 7 0,1
51369,11 101 9 7 12 4,0
51370,7 21 2 3 4 4,1
51371,1 113 5 7 18 28,1
51372,17 113 1 3 17 9,1
51373,4 47 2 4 3 9,0
51374,23 13 2 1 4 2,1
51375,4 586 13 9 184 75,0
51376,21 4 1 1 2 0,1
51377,1 22 2 3 4 1,0
51378,33 1 1 1 1 0,1
51379,2 1 1 1 1 0,1
51380,12 1 1 1 1 0,1
51381,1 18 1 1 4 4,1
51382,4 164 11 12 39 6,0
51383,16 10 2 2 11 0,1
51384,18 59 2 4 2 8,0
51385,4 1 1 1 1 0,1
51386,8 22 1 1 4 6,1
51387,0 29 1 2 6 7,1
51388,18 11 2 3 3 2,1
51389,19 1 1 1 2 1,0
51390,12 503 11 12 16 103,0
51391,15 11 1 2 2 3,1
51392,23 7 1 2 2 1,1
51393,7 14 1 1 6 2,1
51394,4 9 1 1 2 2,0
51395,22 27 1 3 7 7,1
51396,7 7 1 2 3 1,1
51397,38 25 1 1 13 1,1
51398,12 303 6 5 56 82,0
51399,2 30 1 1 3 5,1
51400,6 1 1 1 1 0,1
51401,6 35 1 2 4 6,1
51402,18 1 1 1 1 0,1
51403,15 1 1 1 1 0,0
51404,12 202 12 6 34 6,0
51405,11 276 4 6 15 75,0
51406,21 1 1 1 2 3,1
51407,20 6 1 1 2 1,1
51408,18 2 1 1 2 0,1
51409,14 115 4 5 10 17,1
51410,15 1 1 1 1 0,1
51411,22 275 8 9 29 9,0
51412,17 2 1 1 2 0,1
51413,16 91 5 7 48 8,1
51414,26 99 4 5 18 15,1
51415,9 42 1 3 2 13,1
51416,7 5 1 1 1 1,1
51417,18 83 4 7 18 22,0
51418,15 315 17 14 40 71,0
51419,4 1 1 1 1 0,1
51420,15 36 4 5 6 6,0
51421,22 17 1 1 4 2,1
51422,33 217 12 10 27 28,0
51423,13 33 1 3 8 5,1
51424,10 1 1 1 1 0,1
51425,15 84 3 6 7 24,0
51426,0 740 15 12 52 8,0
51427,16 1063 20 15 141 71,0
51428,18 74 2 5 8 1,1
51429,13 17 1 1 2 3,1
51430,23 13 1 1 3 4,1
51431,21 3 1 1 3 0,1
51432,18 19 1 1 1 3,1
51433,26 64 3 4 13 12,1
51434,11 64 5 4 8 14,0
51435,3 37 6 7 13 1,1
51436,20 23 2 2 1 7,1
51437,11 240 7 9 30 25,0
51438,23 33 1 2 2 6,1
51439,26 11 1 1 3 1,1
51440,7 36 1 1 13 5,1
51441,0 1 1 3 9 3,1
51442,1 143 6 8 15 4,1
51443,18 31 1 3 1 11,1
51444,7 18 1 1 1 2,0
51445,15 17 1 2 4 5,0
51446,9 8 1 1 1 2,1
51447,7 1 1 1 1 0,1
51448,22 1 1 1 1 0,1
51449,35 17 1 1 4 0,1
51450,10 368 6 8 20 42,1
51451,11 13 1 2 5 2,1
51452,3 333 5 14 21 52,0
51453,3 7 1 2 3 1,1
51454,38 1 1 1 1 0,1
51455,18 5 1 1 2 1,1
51456,31 2 1 1 2 0,1
51457,11 63 1 1 6 19,1
51458,6 168 2 2 14 23,1
51459,1 336 8 10 27 2,0
51460,18 184 10 8 25 33,0
51461,15 1 1 1 1 0,1
51462,1 1 1 1 1 0,1
51463,15 1 1 1 1 0,1
51464,14 14 1 1 4 3,1
51465,9 731 10 17 90 38,0
51466,32 1 1 1 1 0,1
51467,17 1 1 1 1 0,1
51468,31 20 4 5 14 2,0
51469,18 1 1 1 1 0,1
51470,6 1 1 1 1 0,1
51471,16 3 1 1 1 0,1
51472,7 2 2 2 4 0,1
51473,14 6 1 1 2 1,1
51474,13 3 1 1 3 0,1
51475,3 85 2 3 7 4,1
51476,1 1 1 1 1 0,1
51477,1 130 7 8 26 8,1
51478,23 6 1 1 2 1,1
51479,5 14 1 2 4 3,1
51480,15 10 1 1 1 3,0
51481,2 1 1 1 1 0,1
51482,7 12 1 3 2 3,1
51483,30 1 1 1 1 0,1
51484,7 246 6 6 40 42,1
51485,13 85 6 7 12 24,1
51486,13 14 1 3 2 0,1
51487,4 4 1 1 2 1,1
51488,4 65 1 2 8 15,1
51489,23 1 1 1 1 0,1
51490,1 3 1 1 3 0,1
51491,1 12 1 1 4 1,1
51492,16 3 1 1 3 0,1
51493,4 15 1 1 10 1,1
51494,10 1 1 1 1 0,1
51495,17 89 2 2 7 6,1
51496,12 84 3 3 19 18,0
51497,7 12 1 1 7 1,1
51498,0 6 2 3 3 0,1
51499,4 44 4 7 13 6,1
51500,21 19 2 2 2 3,1
51501,7 197 9 9 20 35,0
51502,21 12 2 2 6 1,1
51503,16 1 1 1 1 0,1
51504,1 184 4 7 30 45,1
51505,7 78 3 4 15 7,1
51506,19 3 1 1 3 0,1
51507,8 1 1 1 1 0,1
51508,0 30 1 2 4 0,1
51509,7 75 2 4 12 10,1
51510,37 7 1 2 2 0,1
51511,11 5 1 1 2 1,1
51512,0 1 1 1 1 0,1
51513,15 259 6 12 23 74,0
51514,1 1 1 1 1 0,1
51515,35 317 2 3 14 2,0
51516,3 21 4 5 15 1,1
51517,5 6 1 1 3 1,1
51518,18 7 1 2 7 0,1
51519,11 1 1 1 1 0,1
51520,0 6 1 1 1 1,1
51521,33 1 1 1 1 0,1
51522,4 11 1 1 3 1,1
51523,1 28 1 3 9 5,1
51524,35 1 1 1 1 0,1
51525,3 2 1 1 2 0,1
51526,17 236 9 6 16 29,0
51527,30 6 1 3 2 1,1
51528,1 1 1 2 12 2,1
51529,7 204 14 9 32 53,0
51530,18 22 1 1 6 3,1
51531,7 35 2 3 13 3,1
51532,18 139 11 16 12 31,0
51533,3 8 1 2 2 1,1
51534,18 9 1 2 2 2,1
51535,32 7 1 1 3 1,1
51536,15 12 1 1 5 2,1
51537,27 193 7 10 9 44,0
51538,15 1 1 1 1 0,0
51539,11 15 1 1 3 0,1
51540,30 1 1 1 1 0,1
51541,4 1 1 1 6 0,1
51542,4 1 1 1 1 0,1
51543,22 5 1 1 1 1,1
51544,31 13 3 3 3 3,0
51545,4 292 6 10 43 64,0
51546,12 36 1 2 6 5,1
51547,4 245 6 11 22 57,0
51548,2 1 1 1 1 0,1
51549,4 3 2 2 3 0,1
51550,16 85 2 5 11 22,1
51551,15 13 1 1 1 4,1
51552,16 140 4 5 28 23,0
51553,18 3 1 1 3 0,1
51554,17 85 5 6 12 37,1
51555,15 436 14 14 39 83,0
51556,16 60 4 8 17 14,1
51557,0 27 6 4 16 0,1
51558,6 6 1 1 1 1,1
51559,0 41 1 4 3 4,1
51560,6 64 1 3 2 6,1
51561,31 11 1 1 5 0,1
51562,11 65 2 4 4 15,1
51563,33 2 1 1 2 0,1
51564,18 1 1 1 1 0,1
51565,11 73 2 1 6 12,1
51566,21 458 16 10 53 103,0
51567,7 54 3 5 8 11,1
51568,4 286 8 7 19 68,0
51569,31 87 2 4 5 24,0
51570,15 233 4 7 20 70,1
51571,11 27 2 2 3 5,1
51572,11 18 2 3 3 0,0
51573,32 5 1 2 1 1,1
51574,21 19 1 1 5 1,1
51575,2 17 1 1 8 2,1
51576,16 1 1 1 1 0,1
51577,1 45 5 4 7 14,1
51578,28 1 1 1 1 0,1
51579,11 29 1 2 4 5,1
51580,12 9 1 3 3 1,1
51581,13 1 1 1 1 0,1
51582,7 61 1 2 9 7,1
51583,14 9 1 1 2 2,1
51584,11 17 1 1 1 4,1
51585,15 27 1 1 7 5,1
51586,35 291 8 12 21 4,1
51587,7 2 1 1 2 0,1
51588,14 21 1 2 3 4,1
51589,3 5 1 1 1 1,1
51590,4 14 1 1 2 3,1
51591,1 9 1 2 2 1,1
51592,9 9 1 1 2 2,0
51593,4 5 1 1 3 0,1
51594,35 60 3 3 3 3,1
51595,2 1 1 1 1 0,1
51596,16 764 12 8 71 85,0
51597,1 143 4 8 16 29,1
51598,7 215 10 8 23 35,0
51599,7 1 1 1 1 0,1
51600,11 108 8 6 13 10,0
51601,4 22 1 2 1 2,1
51602,4 51 3 4 14 10,1
51603,7 187 11 10 29 41,0
51604,27 15 2 2 3 3,1
51605,12 94 4 4 7 13,1
51606,3 2 1 1 2 0,1
51607,10 245 4 8 18 27,1
51608,26 1 1 1 1 0,1
51609,7 1 1 1 1 0,1
51610,9 1 1 1 1 0,1
51611,11 31 1 3 4 6,1
51612,2 19 1 2 5 5,0
51613,10 192 8 9 28 24,1
51614,24 338 12 12 30 75,0
51615,0 974 13 15 45 108,0
51616,10 134 5 8 11 12,0
51617,0 295 8 8 19 23,1
51618,4 119 3 5 8 33,1
51619,15 22 1 3 6 5,1
51620,11 2 1 1 2 0,1
51621,11 37 1 1 5 7,1
51622,9 8 1 1 2 1,1
51623,24 1 1 1 1 0,1
51624,8 6 1 1 1 1,1
51625,36 1 1 1 1 0,1
51626,36 23 2 3 4 5,1
51627,14 1 1 1 1 0,1
51628,4 199 5 8 45 61,0
51629,13 2 1 2 2 0,1
51630,16 46 1 1 5 8,1
51631,7 108 11 8 20 19,0
51632,27 5 1 1 1 1,1
51633,12 6 1 1 3 0,1
51634,8 23 1 2 1 2,1
51635,25 1 1 1 1 0,1
51636,30 10 1 2 3 1,1
51637,15 211 8 6 17 48,0
51638,2 6 1 1 2 1,1
51639,10 30 2 3 6 7,1
51640,7 24 1 2 4 3,1
51641,0 15 1 1 5 1,1
51642,26 46 1 1 3 9,1
51643,0 1011 20 16 73 99,0
51644,29 2 1 1 2 0,1
51645,23 2 2 4 4 1,1
51646,16 103 3 4 8 19,1
51647,15 6 1 1 2 1,1
51648,16 144 6 7 11 22,0
51649,15 10 1 1 4 1,1
51650,25 17 3 3 5 3,1
51651,0 8 2 2 3 1,1
51652,22 13 1 2 6 1,1
